C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_27_960.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_27_960.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_27_960.jpg, 0, 0, 0, 2.200784E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_064.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_064.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_064.jpg, 0, 0, 0, 2.373862E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_166.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_166.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_166.jpg, 0, 0, 0, 2.346507E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_269.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_269.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_269.jpg, 0, 0, 0, 2.160727E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_371.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_371.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_371.jpg, 0, 0, 0, 2.557296E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_475.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_475.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_475.jpg, 0, 0, 0, 2.294724E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_581.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_581.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_581.jpg, 0, 0, 0, 2.289845E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_683.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_683.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_683.jpg, 0, 0, 0, 2.166851E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_788.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_788.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_788.jpg, 0, 0, 0, 2.20569E-05
C:\Users\Charbel Sahlani\Desktop\Data\IMG\center_2019_11_16_09_43_28_889.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\left_2019_11_16_09_43_28_889.jpg, C:\Users\Charbel Sahlani\Desktop\Data\IMG\right_2019_11_16_09_43_28_889.jpg, 0, 0, 0, 2.175967E-05
